sample,fastq_1,fastq_2
b250417-MB-Tn5nwz-B2462-06-2h-CS3,/dshare/xielab/analysisdata/TFC/fangj/rawdata/data/LBFC20250205-135/20250425_LH00524_0288_A22NN5TLT4/b250417-MB-Tn5nwz-B2462-06-2h-CS3_L3_Q0060W0149.R1.fastq.gz,/dshare/xielab/analysisdata/TFC/fangj/rawdata/data/LBFC20250205-135/20250425_LH00524_0288_A22NN5TLT4/b250417-MB-Tn5nwz-B2462-06-2h-CS3_L3_Q0060W0149.R2.fastq.gz
